epoch;acc;loss;val_acc;val_loss
0;0.64;0.6304692149162292;0.7096;0.5616677951812744
1;0.7238;0.5503083187580109;0.7528;0.5004220539093017
2;0.7524;0.5062523922920227;0.757;0.4916648962020874
3;0.77835;0.4738633598089218;0.7522;0.49703247361183167
4;0.79225;0.4519674559593201;0.8022;0.4311251289129257
5;0.8046;0.4335427621126175;0.8128;0.4130455684661865
6;0.81215;0.4174891409397125;0.8156;0.40432920620441437
7;0.82305;0.4041182060718536;0.8276;0.38903317947387694
8;0.82405;0.39347498450279234;0.822;0.3946852777481079
9;0.8333;0.3806005774259567;0.819;0.4027947664260864
10;0.835;0.3760987017631531;0.8372;0.37110165033340453
11;0.841;0.3644592879772186;0.839;0.3635553255081177
12;0.84345;0.3588715244650841;0.8318;0.39606204760074615
13;0.84915;0.35030331580638885;0.8326;0.38511670351028443
14;0.8531;0.34601060874462125;0.8514;0.348004128074646
15;0.8545;0.34112168896198275;0.854;0.344392409324646
16;0.8588;0.3338172529220581;0.8436;0.36974223918914795
17;0.85945;0.33202890109419825;0.8184;0.402404921245575
18;0.8657;0.32691585981845855;0.8596;0.3426665870189667
19;0.86835;0.31955121355056765;0.855;0.35504923305511477
20;0.87;0.3158621271729469;0.8564;0.3422917501926422
21;0.87275;0.31197280187606813;0.8622;0.3542091793060303
22;0.87495;0.3102975932002068;0.87;0.3317371654510498
23;0.8729;0.30645615582466124;0.8664;0.3420259584903717
24;0.8764;0.30798887125253677;0.8648;0.3570065276622772
25;0.8777;0.3053454963684082;0.8696;0.3326562922477722
26;0.87785;0.30223079310655593;0.8648;0.34251723914146426
27;0.87835;0.30188268899917603;0.8464;0.3657893839120865
28;0.87885;0.30158901854753495;0.878;0.33552358572483065
29;0.88025;0.2962731221437454;0.8724;0.32482688364982604
30;0.8853;0.29322047772407533;0.86;0.3407900140404701
31;0.8848;0.2908906294941902;0.8776;0.32074223003387453
32;0.88455;0.2947576288819313;0.873;0.3472059019565582
33;0.88355;0.29408379498720166;0.8734;0.33843719511032105
34;0.8837;0.2905025040745735;0.8766;0.3471379677116871
35;0.88785;0.28688450014591216;0.8726;0.3160822925567627
36;0.88585;0.28849559648036954;0.8618;0.36006028118133543
37;0.88815;0.2856750050842762;0.8674;0.370404057097435
38;0.8863;0.28911563869714735;0.8824;0.3214442590713501
39;0.8893;0.28571129950284957;0.8818;0.3370635303020477
40;0.88735;0.2835234926521778;0.8698;0.35713567872047425
41;0.88865;0.2845495341837406;0.8702;0.3291420266151428
42;0.8903;0.2822626147866249;0.8554;0.38868665578365325
43;0.8889;0.28066508491039277;0.855;0.37550757441520694
44;0.8889;0.2813348761022091;0.8686;0.3677544904708862
45;0.8892;0.2852306843459606;0.8692;0.38211198797225954
46;0.8928;0.27803820644319055;0.8536;0.41485345568954946
47;0.88965;0.2810921410560608;0.8384;0.4304541890621185
48;0.88815;0.2829402204036713;0.8734;0.33298582129478455
49;0.8895;0.2838119960784912;0.8644;0.33461754965782164
